package_type,distance_km,weight_kg,urgency,transport_mode,route_duration_hours,eta_hours,dataset_type
Documents,250.06,55.51,High,Truck,5.12,5.04,synthetic
Pharmaceutical,200.38,1226.6,High,Truck,3.92,4.75,synthetic
Documents,264.64,9.51,Critical,Truck,5.6,5.07,synthetic
Pharmaceutical,695.74,22.79,High,Truck,16.65,16.8,synthetic
Food,155.0,103.04,Medium,Truck,3.27,3.49,synthetic
Industrial,291.37,74.68,Medium,Truck,6.81,7.16,synthetic
Food,507.91,15.06,Low,Truck,11.37,12.92,synthetic
Other,194.75,7.65,Medium,Van,4.91,5.0,synthetic
Documents,244.9,84.89,High,Truck,5.65,5.45,synthetic
Documents,200.41,6.31,High,Truck,4.44,3.92,synthetic
Other,71.55,3.08,Medium,Van,1.69,1.98,synthetic
Pharmaceutical,297.3,24.73,High,Truck,6.31,6.6,synthetic
Apparel,402.02,18.51,Low,Truck,8.78,10.65,synthetic
Industrial,1448.6,13.1,Medium,Truck,30.44,31.78,synthetic
Documents,949.06,42.19,Critical,Truck,20.94,17.47,synthetic
Other,627.36,7.09,Critical,Truck,12.62,10.18,synthetic
Documents,65.17,1.82,Critical,Van,1.5,0.76,synthetic
Food,250.66,25.07,Medium,Truck,5.16,6.06,synthetic
Electronics,77.31,48.37,High,Air,0.14,0.38,synthetic
Documents,349.09,15.68,Critical,Truck,8.2,6.64,synthetic
Industrial,153.14,14.3,Low,Van,4.19,5.65,synthetic
Industrial,228.37,3.54,Medium,Truck,5.18,5.29,synthetic
Documents,22.94,9.91,Medium,Van,0.56,1.47,synthetic
Documents,362.55,179.98,High,Truck,7.42,6.62,synthetic
Documents,265.65,95.28,Medium,Truck,6.32,6.37,synthetic
Food,473.03,18.66,Medium,Truck,8.9,9.49,synthetic
Food,210.34,4.18,Critical,Truck,4.59,3.63,synthetic
Industrial,368.07,75.62,Low,Truck,8.09,9.66,synthetic
Pharmaceutical,285.2,73.06,Low,Truck,6.15,8.34,synthetic
Other,334.14,66.49,Medium,Truck,7.96,8.36,synthetic
Other,73.25,35.2,High,Van,1.98,1.68,synthetic
Fragile,124.78,7.52,Critical,Van,3.25,3.27,synthetic
Apparel,1021.16,18.86,High,Truck,21.62,19.67,synthetic
Food,143.89,48.22,Low,Van,3.4,4.41,synthetic
Electronics,212.86,137.51,High,Truck,4.29,4.11,synthetic
Food,415.23,15.73,High,Truck,8.83,8.78,synthetic
Apparel,130.03,4.93,Low,Van,2.93,3.84,synthetic
Electronics,275.45,4.96,High,Van,6.9,6.57,synthetic
Fragile,140.36,3.56,Critical,Van,3.1,2.73,synthetic
Electronics,828.79,182.5,Critical,Truck,16.04,14.31,synthetic
Apparel,93.75,25.43,High,Van,2.52,2.38,synthetic
Documents,150.04,7.94,Medium,Van,3.82,4.12,synthetic
Other,81.99,6.69,Critical,Van,1.88,1.67,synthetic
Electronics,107.19,44.15,Medium,Van,2.78,2.68,synthetic
Other,73.81,15.8,Medium,Van,1.72,1.55,synthetic
Fragile,92.61,155.58,Critical,Truck,2.04,1.44,synthetic
Other,91.22,13.41,Low,Van,2.05,2.3,synthetic
Documents,81.89,11.33,Critical,Van,2.18,1.84,synthetic
Fragile,351.94,11.54,Low,Truck,7.1,9.21,synthetic
Other,318.07,63.39,Medium,Truck,6.24,7.11,synthetic
Pharmaceutical,303.78,12.27,Low,Truck,7.11,8.98,synthetic
Documents,45.09,14.83,Low,Van,1.15,1.46,synthetic
Food,260.88,13.34,High,Truck,6.01,5.72,synthetic
Fragile,182.37,40.74,High,Van,4.06,3.67,synthetic
Industrial,262.18,147.26,Medium,Truck,5.09,5.4,synthetic
Other,139.26,7.44,Low,Van,3.16,3.29,synthetic
Electronics,63.34,28.9,Medium,Van,1.71,1.96,synthetic
Other,351.6,15.02,Medium,Van,8.92,9.85,synthetic
Pharmaceutical,43.74,45.88,Medium,Van,1.0,1.45,synthetic
Food,579.43,122.89,Critical,Truck,12.73,10.69,synthetic
Food,176.5,137.54,Medium,Truck,3.53,3.92,synthetic
Documents,85.32,3.78,High,Van,1.83,1.4,synthetic
Documents,160.52,11.19,High,Van,3.48,3.37,synthetic
Food,78.89,23.01,Medium,Van,1.87,1.99,synthetic
Apparel,95.01,3.94,Medium,Van,2.48,2.64,synthetic
Other,229.91,10.94,High,Truck,4.51,5.04,synthetic
Pharmaceutical,471.63,95.93,Medium,Truck,10.73,12.86,synthetic
Fragile,154.97,22.01,Medium,Van,3.37,3.48,synthetic
Apparel,88.17,34.77,Critical,Van,1.94,1.99,synthetic
Other,172.7,32.31,Medium,Van,4.24,4.06,synthetic
Documents,78.32,10.3,High,Van,1.71,1.77,synthetic
Industrial,527.09,24.76,Medium,Truck,12.07,12.26,synthetic
Electronics,236.54,49.96,Medium,Truck,5.5,5.82,synthetic
Fragile,239.13,160.79,Medium,Truck,5.11,6.62,synthetic
Food,156.08,28.63,Critical,Van,3.96,3.52,synthetic
Electronics,230.74,23.39,High,Truck,5.21,4.68,synthetic
Food,359.64,33.13,High,Truck,7.78,7.18,synthetic
Pharmaceutical,112.84,8.18,Medium,Van,3.01,3.77,synthetic
Documents,345.45,7.45,Critical,Truck,8.28,6.83,synthetic
Food,231.65,34.51,High,Truck,5.01,4.75,synthetic
Industrial,132.13,10.77,Critical,Van,3.34,3.1,synthetic
Industrial,180.15,53.66,High,Van,4.44,4.29,synthetic
Pharmaceutical,193.7,17.41,Low,Van,4.77,6.36,synthetic
Other,272.45,98.96,Low,Truck,5.98,6.93,synthetic
Fragile,132.39,9.54,Critical,Van,3.57,3.04,synthetic
Apparel,75.63,4.52,Medium,Van,1.63,1.63,synthetic
Other,175.43,5.23,High,Van,4.61,3.87,synthetic
Electronics,51.46,15.0,Low,Van,1.26,1.63,synthetic
Pharmaceutical,433.17,17.25,Medium,Truck,9.34,11.02,synthetic
Industrial,213.12,15.46,Medium,Truck,4.81,5.43,synthetic
Electronics,79.35,31.17,Critical,Van,1.75,1.2,synthetic
Documents,292.98,78.55,Low,Train,4.56,5.38,synthetic
Other,95.66,13.98,Low,Van,2.37,3.11,synthetic
Pharmaceutical,110.42,19.47,Medium,Truck,2.22,2.53,synthetic
Food,456.62,25.22,Critical,Truck,9.58,7.75,synthetic
Food,309.74,10.71,High,Truck,7.02,6.38,synthetic
Industrial,26.75,138.92,Critical,Truck,0.63,0.38,synthetic
Electronics,262.92,12.22,Medium,Truck,5.42,6.04,synthetic
Documents,280.04,55.43,Medium,Truck,6.02,6.23,synthetic
Documents,310.93,3.42,Medium,Truck,6.17,6.54,synthetic
Industrial,148.35,61.16,Low,Van,3.92,4.68,synthetic
Food,85.99,7.07,Medium,Van,2.3,2.27,synthetic
Industrial,95.66,18.3,Low,Van,2.38,2.89,synthetic
Other,106.42,17.77,High,Van,2.76,2.07,synthetic
Documents,121.48,87.94,High,Truck,2.57,1.77,synthetic
Food,672.5,3.89,Medium,Truck,14.83,15.4,synthetic
Electronics,241.12,8.52,High,Truck,4.79,4.27,synthetic
Documents,136.57,13.07,High,Van,3.13,2.93,synthetic
Electronics,44.8,17.28,High,Van,1.07,0.68,synthetic
Industrial,144.18,57.8,Medium,Van,3.16,3.34,synthetic
Apparel,576.41,23.78,Low,Truck,11.79,13.75,synthetic
Apparel,201.53,50.01,Medium,Truck,4.22,4.68,synthetic
Documents,311.43,24.78,Medium,Truck,7.07,7.6,synthetic
Documents,157.15,33.53,Medium,Van,3.84,3.67,synthetic
Electronics,446.82,53.87,Medium,Truck,8.79,9.13,synthetic
Food,590.98,7.47,Medium,Truck,12.43,12.8,synthetic
Industrial,285.71,10.52,Critical,Truck,6.61,5.15,synthetic
Apparel,102.11,78.1,Medium,Van,2.51,2.37,synthetic
Industrial,403.19,79.47,Medium,Truck,7.83,8.18,synthetic
Fragile,158.2,15.5,Medium,Van,3.83,4.5,synthetic
Food,352.89,16.2,High,Truck,7.93,7.18,synthetic
Documents,219.84,12.88,Low,Truck,4.8,5.39,synthetic
Food,92.69,9.65,Medium,Van,2.47,2.38,synthetic
Pharmaceutical,849.05,93.84,Low,Truck,18.09,24.3,synthetic
Electronics,380.64,35.13,High,Truck,7.98,7.61,synthetic
Other,200.07,28.3,High,Truck,4.53,4.8,synthetic
Industrial,184.29,23.24,Critical,Van,4.5,3.43,synthetic
Other,110.06,60.06,Medium,Van,2.71,3.11,synthetic
Industrial,241.35,55.24,High,Truck,4.64,5.11,synthetic
Food,318.66,46.88,High,Truck,7.13,6.28,synthetic
Other,137.26,50.5,Low,Van,3.46,4.09,synthetic
Apparel,88.36,32.69,Medium,Van,2.19,2.52,synthetic
Pharmaceutical,100.64,37.06,High,Van,2.75,2.99,synthetic
Other,382.71,230.01,Critical,Truck,7.55,6.15,synthetic
Food,399.55,14.24,High,Truck,8.14,7.64,synthetic
Food,164.47,61.35,Low,Bike,7.31,8.73,synthetic
Industrial,426.74,18.49,Medium,Truck,8.04,8.34,synthetic
Documents,104.69,18.94,Medium,Van,2.86,3.09,synthetic
Industrial,155.32,86.34,Medium,Truck,3.55,3.54,synthetic
Pharmaceutical,374.7,80.88,Critical,Truck,8.54,8.4,synthetic
Industrial,118.83,4.73,Low,Van,3.06,3.0,synthetic
Fragile,53.69,33.09,Low,Van,1.31,1.73,synthetic
Electronics,109.99,22.6,Medium,Van,2.87,3.44,synthetic
Electronics,71.86,18.95,Low,Van,1.6,2.1,synthetic
Pharmaceutical,54.64,14.04,High,Van,1.41,1.73,synthetic
Electronics,691.83,35.39,Low,Truck,16.3,20.14,synthetic
Industrial,256.66,1.54,Low,Truck,4.94,5.85,synthetic
Electronics,44.81,52.6,Critical,Van,1.16,0.97,synthetic
Industrial,484.53,46.5,Critical,Truck,9.74,8.07,synthetic
Electronics,303.28,76.56,High,Truck,7.15,6.9,synthetic
Fragile,110.3,14.72,Medium,Van,2.52,2.34,synthetic
Other,208.38,18.83,High,Truck,4.66,4.24,synthetic
Apparel,53.57,319.11,Medium,Truck,1.22,1.35,synthetic
Other,193.22,19.76,Medium,Van,4.76,5.08,synthetic
Other,296.94,20.34,High,Truck,7.03,6.17,synthetic
Pharmaceutical,116.68,7.5,High,Van,3.03,2.69,synthetic
Other,58.7,22.3,Critical,Van,1.42,0.94,synthetic
Apparel,466.58,15.29,Medium,Truck,9.5,9.92,synthetic
Apparel,86.59,10.9,Low,Van,2.15,2.42,synthetic
Fragile,122.07,38.13,Low,Van,2.73,3.62,synthetic
Fragile,180.09,63.25,Low,Van,4.09,5.66,synthetic
Fragile,613.19,11.72,Medium,Truck,13.69,16.06,synthetic
Documents,82.18,22.49,Critical,Van,1.89,1.5,synthetic
Other,531.14,25.43,Medium,Truck,11.19,11.44,synthetic
Apparel,464.47,126.26,Critical,Truck,9.89,7.95,synthetic
Apparel,112.96,17.34,Medium,Air,0.19,0.3,synthetic
Electronics,152.28,53.65,High,Van,3.59,3.39,synthetic
Apparel,48.83,40.66,Critical,Van,1.22,1.41,synthetic
Food,299.12,47.16,Medium,Truck,5.9,5.7,synthetic
Food,160.09,58.95,Medium,Van,3.75,4.07,synthetic
Electronics,59.58,48.78,Low,Van,1.43,1.44,synthetic
Electronics,69.22,8.29,Medium,Van,1.8,1.33,synthetic
Apparel,354.59,10.03,Low,Truck,7.63,8.93,synthetic
Apparel,70.71,11.92,Medium,Van,1.72,2.11,synthetic
Fragile,93.31,17.42,Medium,Van,2.09,2.73,synthetic
Documents,232.59,23.91,Low,Truck,4.92,6.28,synthetic
Electronics,246.31,38.89,High,Truck,5.54,4.82,synthetic
Fragile,145.03,60.57,Medium,Van,3.23,4.17,synthetic
Documents,381.5,1.19,High,Truck,7.7,7.56,synthetic
Pharmaceutical,53.11,175.04,Medium,Truck,1.21,1.65,synthetic
Industrial,211.95,7.69,Medium,Truck,4.92,4.54,synthetic
Other,31.79,76.54,High,Van,0.76,0.89,synthetic
Documents,170.63,53.8,Medium,Van,4.36,3.51,synthetic
Pharmaceutical,129.18,16.19,Low,Van,3.22,3.78,synthetic
Other,226.22,41.92,Medium,Truck,4.84,5.0,synthetic
Pharmaceutical,275.96,65.28,Medium,Truck,5.19,5.81,synthetic
Apparel,149.59,11.0,High,Van,3.99,4.18,synthetic
Other,365.22,31.69,Critical,Truck,6.93,5.55,synthetic
Documents,180.47,40.83,High,Van,4.86,4.58,synthetic
Food,178.01,32.1,High,Van,4.34,4.0,synthetic
Fragile,100.07,18.91,High,Van,2.43,2.45,synthetic
Documents,110.02,24.71,Medium,Truck,2.29,2.29,synthetic
Pharmaceutical,759.68,13.3,Medium,Truck,15.6,18.27,synthetic
Other,509.92,24.34,Medium,Truck,11.54,11.92,synthetic
Electronics,254.12,20.15,Medium,Truck,5.83,5.65,synthetic
Pharmaceutical,130.44,38.38,Medium,Van,3.18,3.68,synthetic
Electronics,256.58,59.52,Critical,Truck,5.76,4.9,synthetic
Food,377.86,20.53,Medium,Truck,7.51,8.2,synthetic
Apparel,637.12,19.8,Low,Truck,14.59,17.24,synthetic
Fragile,193.47,76.05,High,Van,5.07,4.98,synthetic
Pharmaceutical,142.26,7.37,Critical,Van,3.39,3.04,synthetic
Fragile,167.05,156.82,Low,Truck,3.17,4.19,synthetic
Electronics,208.93,7.15,High,Truck,4.54,4.59,synthetic
Electronics,608.48,35.68,Critical,Truck,13.75,11.36,synthetic
Fragile,186.88,3.07,Low,Van,5.01,6.27,synthetic
Apparel,396.46,161.4,Medium,Truck,7.77,8.5,synthetic
Electronics,264.06,117.63,Critical,Truck,5.24,4.57,synthetic
Other,173.7,11.23,High,Van,4.55,3.92,synthetic
Electronics,274.08,52.76,Medium,Truck,6.12,6.37,synthetic
Other,57.56,5.29,High,Van,1.52,0.95,synthetic
Industrial,209.65,6.98,Medium,Truck,4.89,5.11,synthetic
Pharmaceutical,129.64,7.07,Medium,Van,2.94,3.33,synthetic
Pharmaceutical,100.89,25.11,Critical,Van,2.61,2.37,synthetic
Apparel,138.07,2.72,Medium,Van,2.97,3.19,synthetic
Electronics,513.58,28.5,High,Truck,9.77,8.43,synthetic
Food,86.36,23.36,Medium,Van,2.27,2.11,synthetic
Fragile,154.77,12.81,Medium,Van,3.79,4.79,synthetic
Fragile,224.96,110.04,Medium,Truck,5.16,6.43,synthetic
Food,206.2,14.33,Low,Truck,4.44,5.37,synthetic
Industrial,109.39,3.5,Low,Van,2.59,3.17,synthetic
Fragile,361.15,70.82,Low,Truck,6.98,9.55,synthetic
Electronics,220.78,2.19,Medium,Truck,5.23,6.55,synthetic
Fragile,75.72,13.95,Low,Van,1.73,1.96,synthetic
Fragile,161.0,9.3,Medium,Van,4.23,4.64,synthetic
Electronics,284.45,19.04,Low,Truck,6.04,7.31,synthetic
Fragile,104.12,51.66,High,Air,0.16,0.3,synthetic
Documents,288.19,10.78,Low,Bike,14.97,17.72,synthetic
Pharmaceutical,165.95,12.93,Medium,Van,3.89,5.03,synthetic
Apparel,334.54,80.17,Low,Truck,7.91,10.1,synthetic
Other,87.22,21.0,Medium,Van,1.98,2.15,synthetic
Other,481.57,35.43,Low,Truck,9.1,11.19,synthetic
Electronics,152.34,40.75,Critical,Van,3.54,3.09,synthetic
Other,206.8,8.09,Medium,Truck,4.34,4.5,synthetic
Pharmaceutical,201.29,45.7,Medium,Truck,4.19,4.59,synthetic
Food,168.5,3.95,Medium,Van,3.86,3.11,synthetic
Apparel,68.35,12.55,Critical,Van,1.57,1.0,synthetic
Food,105.12,229.44,Critical,Truck,2.16,2.02,synthetic
Documents,439.14,199.51,Medium,Truck,10.26,11.19,synthetic
Food,216.98,203.98,Medium,Truck,4.9,4.94,synthetic
Electronics,109.23,105.15,Medium,Truck,2.51,2.3,synthetic
Apparel,158.2,43.94,High,Van,3.7,2.81,synthetic
Documents,108.64,31.21,Low,Van,2.86,3.57,synthetic
Other,137.65,12.81,Medium,Van,3.04,3.46,synthetic
Pharmaceutical,109.92,211.44,Low,Truck,2.53,3.58,synthetic
Electronics,146.66,131.73,High,Truck,2.78,2.26,synthetic
Documents,360.34,89.71,High,Truck,8.31,8.04,synthetic
Electronics,724.78,5.74,Critical,Truck,14.31,12.12,synthetic
Fragile,639.67,42.51,Medium,Truck,13.4,15.81,synthetic
Documents,442.72,4.73,Low,Truck,10.05,11.59,synthetic
Electronics,504.01,65.43,Medium,Truck,11.84,12.61,synthetic
Electronics,228.29,70.51,Low,Truck,5.28,6.02,synthetic
Pharmaceutical,260.87,127.81,Critical,Air,0.39,0.54,synthetic
Electronics,80.03,24.97,Low,Van,1.85,1.96,synthetic
Apparel,581.09,65.65,Critical,Truck,12.75,10.69,synthetic
Industrial,135.26,7.04,Low,Van,3.01,3.46,synthetic
Documents,80.95,4.53,Critical,Van,2.18,2.25,synthetic
Fragile,45.25,7.99,Medium,Van,1.15,0.99,synthetic
Electronics,182.06,36.86,Low,Van,4.05,4.53,synthetic
Documents,159.46,57.45,High,Van,3.91,3.36,synthetic
Documents,128.21,13.38,Medium,Van,2.92,2.55,synthetic
Pharmaceutical,168.11,21.29,Low,Van,4.38,5.76,synthetic
Documents,273.0,28.5,Medium,Van,5.92,6.46,synthetic
Apparel,335.47,17.39,Low,Truck,7.61,9.11,synthetic
Apparel,91.87,8.95,Critical,Van,2.33,1.97,synthetic
Documents,294.11,179.51,Low,Truck,5.85,6.92,synthetic
Fragile,125.46,3.66,Medium,Van,3.21,4.22,synthetic
Electronics,90.59,15.15,High,Van,2.28,2.19,synthetic
Pharmaceutical,713.98,22.39,Low,Truck,16.21,21.42,synthetic
Apparel,77.47,28.33,Critical,Van,1.85,1.75,synthetic
Industrial,225.26,77.28,Medium,Truck,5.3,6.12,synthetic
Industrial,399.38,19.45,Low,Truck,8.58,10.21,synthetic
Pharmaceutical,346.18,24.84,Medium,Bike,17.6,20.52,synthetic
Documents,88.25,166.07,High,Truck,1.88,2.37,synthetic
Industrial,118.63,39.78,Medium,Van,2.62,2.58,synthetic
Other,126.39,62.68,High,Van,3.41,3.28,synthetic
Electronics,169.84,7.99,Critical,Van,3.87,3.74,synthetic
Industrial,131.33,1.85,High,Van,3.03,2.75,synthetic
Pharmaceutical,474.91,1.58,High,Truck,10.59,10.66,synthetic
Documents,88.2,8.78,High,Van,2.18,1.86,synthetic
Apparel,65.51,4.51,Medium,Van,1.76,1.5,synthetic
Apparel,236.48,60.72,High,Truck,5.51,4.81,synthetic
Industrial,130.01,29.41,Medium,Van,3.03,3.33,synthetic
Electronics,405.86,50.75,Medium,Truck,9.47,9.53,synthetic
Pharmaceutical,271.06,69.37,High,Train,4.38,4.6,synthetic
Apparel,109.14,50.58,Low,Van,2.75,3.52,synthetic
Documents,355.95,5.57,High,Truck,7.15,6.87,synthetic
Food,306.44,15.96,Critical,Truck,5.88,5.16,synthetic
Industrial,214.53,6.78,Medium,Truck,4.83,4.85,synthetic
Electronics,381.89,31.48,Medium,Truck,8.42,8.93,synthetic
Fragile,205.23,7.81,High,Truck,4.35,4.69,synthetic
Documents,32.73,154.76,High,Truck,0.76,0.83,synthetic
Pharmaceutical,148.66,65.49,Low,Van,3.36,4.39,synthetic
Documents,178.17,21.62,Critical,Van,4.71,3.65,synthetic
Pharmaceutical,222.58,44.89,Critical,Truck,4.5,4.81,synthetic
Pharmaceutical,283.48,13.15,Low,Truck,6.27,8.03,synthetic
Electronics,252.93,13.42,Medium,Truck,4.9,4.82,synthetic
Pharmaceutical,177.91,188.04,Medium,Truck,4.13,5.27,synthetic
Electronics,165.43,2.38,Medium,Van,4.18,4.47,synthetic
Electronics,281.77,88.36,Low,Air,0.42,0.48,synthetic
Documents,160.9,48.79,Medium,Van,4.06,4.85,synthetic
Apparel,658.59,29.37,Medium,Truck,14.55,15.26,synthetic
Industrial,841.26,41.62,Medium,Truck,19.14,20.67,synthetic
Fragile,218.56,4.39,Low,Truck,4.97,6.89,synthetic
Pharmaceutical,64.43,46.64,High,Van,1.41,0.9,synthetic
Industrial,176.98,41.62,Medium,Van,4.57,4.9,synthetic
Pharmaceutical,141.04,57.58,Critical,Van,3.22,2.97,synthetic
Food,172.89,27.04,Medium,Van,4.72,4.87,synthetic
Fragile,146.35,199.73,High,Truck,2.79,3.35,synthetic
Electronics,177.15,23.57,High,Van,4.26,3.81,synthetic
Pharmaceutical,145.83,2.09,Medium,Van,3.81,3.82,synthetic
Apparel,442.6,13.56,Medium,Van,11.79,12.19,synthetic
Electronics,212.79,37.01,High,Train,3.2,2.95,synthetic
Food,79.18,27.76,Medium,Van,1.9,2.02,synthetic
Other,128.41,48.55,High,Van,3.48,2.85,synthetic
Apparel,193.26,10.88,Medium,Van,4.86,5.2,synthetic
Food,184.99,7.94,High,Truck,4.38,4.47,synthetic
Pharmaceutical,146.14,10.29,Low,Van,3.44,4.16,synthetic
Electronics,138.69,17.69,Medium,Van,3.13,3.36,synthetic
Documents,110.5,19.79,Critical,Van,2.78,2.25,synthetic
Food,104.98,82.91,Medium,Truck,2.25,1.68,synthetic
Industrial,83.96,8.36,High,Van,2.18,2.44,synthetic
Documents,157.69,143.6,Medium,Truck,2.96,3.29,synthetic
Food,188.02,23.38,Low,Van,4.56,4.99,synthetic
Apparel,440.88,17.0,Medium,Truck,9.51,9.42,synthetic
Electronics,93.7,26.9,Medium,Van,2.48,2.55,synthetic
Apparel,176.83,4.81,Critical,Van,4.07,2.47,synthetic
Food,251.61,7.61,Low,Truck,5.43,6.06,synthetic
Pharmaceutical,98.15,19.56,Low,Van,2.52,3.5,synthetic
Pharmaceutical,161.96,40.1,High,Van,3.98,4.28,synthetic
Other,83.66,48.98,Medium,Van,2.16,2.43,synthetic
Food,384.06,12.76,Medium,Truck,8.57,9.39,synthetic
Pharmaceutical,201.6,31.98,Medium,Truck,4.26,5.5,synthetic
Food,345.06,87.84,Low,Truck,7.66,9.08,synthetic
Electronics,148.18,21.58,Medium,Van,3.98,3.99,synthetic
Industrial,424.43,23.11,Medium,Truck,9.99,10.62,synthetic
Other,205.57,254.9,Low,Truck,3.94,4.93,synthetic
Apparel,77.18,35.99,High,Van,1.78,1.11,synthetic
Apparel,265.94,6.31,High,Truck,5.72,5.83,synthetic
Food,786.96,24.36,Critical,Truck,18.25,15.31,synthetic
Food,78.36,27.95,Critical,Van,1.68,1.25,synthetic
Industrial,123.73,29.73,Medium,Van,3.03,3.62,synthetic
Fragile,51.0,75.09,Medium,Van,1.3,1.34,synthetic
Other,121.67,50.11,Medium,Van,2.99,3.0,synthetic
Food,126.04,66.23,High,Van,2.97,2.88,synthetic
Other,419.66,9.62,Critical,Truck,8.06,6.63,synthetic
Pharmaceutical,168.35,147.1,Low,Truck,3.7,5.13,synthetic
Industrial,189.26,2.6,Low,Train,2.87,3.47,synthetic
Apparel,47.19,8.98,Medium,Van,1.26,1.89,synthetic
Apparel,347.61,19.32,Medium,Truck,7.85,8.61,synthetic
Industrial,274.59,114.13,Medium,Truck,5.45,5.27,synthetic
Food,163.58,16.32,Critical,Van,4.37,3.41,synthetic
Industrial,113.6,21.83,High,Van,2.75,2.81,synthetic
Industrial,381.92,35.34,Medium,Truck,9.08,9.97,synthetic
Apparel,303.04,7.01,Medium,Train,5.12,4.87,synthetic
Documents,117.66,38.77,Medium,Van,2.63,2.81,synthetic
Documents,79.58,23.72,Medium,Van,2.03,2.38,synthetic
Industrial,143.89,13.41,High,Van,3.38,2.59,synthetic
Industrial,68.27,7.52,Medium,Van,1.51,1.9,synthetic
Electronics,357.86,54.69,Medium,Truck,6.76,6.93,synthetic
Pharmaceutical,670.93,28.13,Medium,Truck,15.26,18.35,synthetic
Pharmaceutical,287.05,4.63,Critical,Truck,5.56,5.02,synthetic
Fragile,86.54,102.25,Critical,Truck,1.79,1.17,synthetic
Electronics,299.08,10.18,Medium,Truck,6.12,7.02,synthetic
Documents,185.29,26.9,Low,Van,4.34,5.56,synthetic
Food,54.56,21.87,Low,Van,1.22,1.6,synthetic
Documents,108.38,107.64,Medium,Truck,2.2,2.39,synthetic
Documents,217.36,20.35,Medium,Truck,4.15,4.53,synthetic
Fragile,413.84,32.08,Low,Truck,8.24,11.19,synthetic
Apparel,726.74,10.94,Medium,Truck,15.12,16.07,synthetic
Industrial,145.75,47.56,Low,Van,3.55,4.67,synthetic
Pharmaceutical,392.49,9.83,Low,Van,8.48,11.5,synthetic
Food,274.82,16.24,High,Truck,6.01,5.05,synthetic
Fragile,40.26,126.6,High,Truck,0.87,0.59,synthetic
Pharmaceutical,71.6,42.62,Low,Van,1.56,2.25,synthetic
Industrial,404.26,12.22,Low,Truck,8.61,10.24,synthetic
Industrial,135.19,33.88,Low,Van,3.63,4.28,synthetic
Food,207.24,8.95,Medium,Van,5.27,5.62,synthetic
Other,236.77,26.59,High,Bike,10.75,9.41,synthetic
Electronics,207.27,9.97,Medium,Train,3.18,3.33,synthetic
Pharmaceutical,72.38,229.79,High,Truck,1.37,1.52,synthetic
Documents,125.59,73.19,Low,Van,3.2,3.89,synthetic
Documents,247.13,8.31,Medium,Truck,4.84,5.59,synthetic
Food,134.17,37.84,High,Van,3.25,3.34,synthetic
Electronics,46.15,11.46,High,Van,1.19,1.17,synthetic
Apparel,318.37,24.97,Critical,Truck,6.87,5.39,synthetic
Apparel,164.14,129.52,Critical,Truck,3.27,2.43,synthetic
Industrial,379.79,16.47,High,Truck,7.88,6.89,synthetic
Electronics,174.17,386.97,Medium,Truck,4.05,4.68,synthetic
Apparel,110.4,24.0,Medium,Van,2.62,3.28,synthetic
Fragile,154.45,4.36,Critical,Van,3.77,3.38,synthetic
Apparel,282.62,63.42,High,Truck,5.89,5.67,synthetic
Documents,63.88,41.93,Critical,Van,1.45,1.55,synthetic
Fragile,298.47,18.2,Medium,Truck,7.04,8.76,synthetic
Apparel,131.06,15.01,High,Van,2.85,2.47,synthetic
Food,421.08,31.98,Critical,Truck,8.69,7.28,synthetic
Electronics,170.88,32.75,High,Van,4.18,3.81,synthetic
Food,328.25,15.4,Low,Truck,7.35,8.37,synthetic
Documents,255.65,24.62,Low,Truck,5.28,6.39,synthetic
Documents,40.98,254.67,Medium,Truck,0.82,1.18,synthetic
Other,191.76,13.11,Medium,Van,4.97,4.68,synthetic
Food,395.64,46.05,Medium,Truck,7.71,8.17,synthetic
Industrial,596.76,54.15,High,Truck,13.76,11.77,synthetic
Food,164.44,9.35,High,Van,4.45,4.17,synthetic
Food,257.3,118.4,Critical,Truck,5.17,4.16,synthetic
Food,148.64,45.83,Medium,Van,3.45,3.58,synthetic
Documents,181.44,179.34,High,Truck,3.95,3.83,synthetic
Apparel,154.27,20.42,Medium,Van,4.16,4.5,synthetic
Apparel,322.63,90.26,High,Truck,7.22,6.92,synthetic
Apparel,148.25,190.49,High,Truck,3.15,3.44,synthetic
Electronics,87.5,66.73,Low,Van,2.0,1.9,synthetic
Industrial,126.28,80.39,Low,Truck,2.68,2.99,synthetic
Industrial,54.4,14.19,Critical,Van,1.34,1.35,synthetic
Electronics,263.31,20.01,High,Truck,5.36,3.91,synthetic
Food,131.45,18.14,Critical,Bike,5.77,4.93,synthetic
Electronics,119.19,73.05,Critical,Van,3.23,2.64,synthetic
Pharmaceutical,428.38,33.95,Low,Truck,9.45,12.84,synthetic
Pharmaceutical,51.08,81.33,Medium,Truck,1.2,1.3,synthetic
Documents,93.59,43.34,Medium,Van,2.02,1.77,synthetic
Pharmaceutical,469.91,5.8,Low,Truck,10.95,15.23,synthetic
Food,232.63,66.65,High,Truck,4.44,4.04,synthetic
Pharmaceutical,432.08,12.45,Medium,Train,7.31,8.7,synthetic
Pharmaceutical,88.95,75.59,Medium,Van,2.35,3.42,synthetic
Documents,191.39,22.96,Medium,Van,4.3,4.72,synthetic
Fragile,72.49,7.86,Low,Van,1.84,2.61,synthetic
Food,166.76,17.84,Low,Van,4.04,4.3,synthetic
Apparel,355.0,23.96,Medium,Truck,6.95,7.43,synthetic
